"id","created_at","name","has_test","alternate_url"
"112142594","2024-12-11T11:23:58+0300","-",false,"https://hh.ru/vacancy/112142594"
"113007582","2024-12-11T13:39:20+0300","-",false,"https://hh.ru/vacancy/113007582"
