"id","created_at","name","has_test","alternate_url"
"112836913","2024-12-10T10:25:06+0300","-",false,"https://hh.ru/vacancy/112836913"
"112836663","2024-12-10T11:06:46+0300","-",false,"https://hh.ru/vacancy/112836663"
