"id","created_at","name","has_test","alternate_url"
"113117233","2024-12-12T10:13:14+0300","-",false,"https://hh.ru/vacancy/113117233"
"113148476","2024-12-12T14:15:37+0300","Middle",false,"https://hh.ru/vacancy/113148476"
"113155326","2024-12-12T16:31:54+0300","Junior",false,"https://hh.ru/vacancy/113155326"
"113159759","2024-12-12T18:12:37+0300","-",false,"https://hh.ru/vacancy/113159759"
