('Total Revenue', '254,190,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         398126 function calls (394604 primitive calls) in 1.344 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:489(_field_init)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       48    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:317(_deduplicate)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:386(_mk_bitmap)
       85    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1454(<genexpr>)
       98    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/urllib/request.py:370(_parse)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:2505(getproxies_environment)
        1    0.000    0.000    0.009    0.009 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_connection.py:1(<module>)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:312(_class_escape)
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1565(__eq__)
       76    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/typing_extensions.py:2976(_is_unpacked_typevartuple)
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_models.py:1249(__init__)
       59    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:79(_is_private)
       23    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/streams/tls.py:1(<module>)
      7/1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:687(_c3_mro)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:740(Optional)
       98    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:683(_is_classvar)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:449(_uniq)
        1    0.000    0.000    0.136    0.136 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/bs4/__init__.py:122(__init__)
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/streams/stapled.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/bs4/builder/_htmlparser.py:182(handle_charref)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/subprocess.py:1(<module>)
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:48(_is_dunder)
     10/4    0.000    0.000    0.036    0.009 {built-in method builtins.__import__}
        1    0.000    0.000    0.011    0.011 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/_core/_fileio.py:1(<module>)
       28    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/typing_extensions.py:443(__setattr__)
        1    0.000    0.000    0.067    0.067 /usr/lib/python3.12/ssl.py:1313(do_handshake)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:274(getuntil)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1548(__getitem__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2095(_signature_bound_method)
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_headers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_events.py:137(__init__)
       36    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.034    0.034 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_sync/connection.py:1(<module>)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/idna.py:155(encode)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1377(getLogger)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:398(_simple)
        3    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_connection.py:491(send)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:86(opengroup)
        3    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_models.py:281(origin)
      112    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       43    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.12/encodings/__init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_client.py:189(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:529(get_all)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.12/contextlib.py:272(contextmanager)
        1    0.000    0.000    0.035    0.035 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_sync/__init__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:746(Literal)
        7    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_async/connection.py:1(<module>)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2001(_signature_get_user_defined_method)
       85    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/_core/_fileio.py:215(Path)
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/_core/_eventloop.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:660(_c3_merge)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7f2255040680}
        2    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_events.py:337(__init__)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1008(_find_data_type_)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1456(formatannotation)
       83    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/lowlevel.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_async/__init__.py:1(<module>)
      135    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       14    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/bs4/element.py:1417(_all_strings)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:231(__init__)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:747(unwrap)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1795(_check_class)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/concurrent/futures/_base.py:1(<module>)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/urllib/request.py:315(__init__)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:38(_is_descriptor)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1680(extract_cookies)
       50    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_urlparse.py:223(<genexpr>)
       59    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:59(_is_sunder)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_connection.py:139(Connection)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:852(register)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_models.py:252(get_list)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1822(__new__)
    50/21    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:73(_parseparam)
       66    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:83(groups)
       98    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_writers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_sync/http_proxy.py:1(<module>)
      125    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/pathlib.py:387(_parse_path)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/email/message.py:656(_get_params_preserve)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:374(urlparse)
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_models.py:1101(extract_cookies)
        1    0.000    0.000    0.010    0.010 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_sync/http11.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1465(__subclasscheck__)
        4    0.000    0.000    0.012    0.003 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/bs4/element.py:2013(find_all)
       74    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_parser.py:113(__init__)
        2    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:270(_assign_requests_to_connections)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_async/http_proxy.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:2799(__str__)
        4    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/bs4/element.py:2155(__init__)
       13    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_util.py:127(bytesify)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3.12/dataclasses.py:661(_cmp_fn)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:513(__prepare__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:506(detach)
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/_core/_subprocesses.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_writers.py:36(write_request)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:785(__delattr__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:2186(get_type_hints)
       27    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_readers.py:43(_obsolete_line_fold)
       84    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/_core/_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_writers.py:22(write_headers)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_models.py:1(<module>)
       57    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:309(__init__)
        2    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/_core/_typedattr.py:25(__init_subclass__)
        1    0.000    0.000    0.000    0.000 <frozen importlib.util>:1(<module>)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.12/inspect.py:1816(getattr_static)
        2    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_writers.py:63(__call__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/_legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/ssl.py:1173(send)
        3    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_models.py:202(keys)
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_backends/sync.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_client.py:156(close)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1194(__instancecheck__)
        1    0.000    0.000    0.059    0.059 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_transports/default.py:136(__init__)
        2    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_connection.py:81(_body_framing)
      153    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        1    0.000    0.000    0.001    0.001 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/abc/_eventloop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       98    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       15    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_util.py:108(__new__)
       35    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_models.py:67(_normalize_header_key)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/parse.py:1079(_splittype)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/encodings/__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_async/http11.py:1(<module>)
        1    0.000    0.000    0.017    0.017 /usr/lib/python3.12/ssl.py:683(create_default_context)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/http/cookiejar.py:1599(make_cookies)
        1    0.000    0.000    1.193    1.193 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_api.py:39(request)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/socket.py:100(_intenum_converter)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
       85    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:1428(_fixupParents)
        1    0.000    0.000    0.002    0.002 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/_core/_streams.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_urls.py:77(__init__)
       35    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_models.py:74(_normalize_header_value)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      7/3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1393(__repr__)
       55    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        7    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/bs4/element.py:273(get_text)
        8    0.000    0.000    0.001    0.000 /usr/lib/python3.12/inspect.py:3050(from_callable)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_utils.py:8(is_socket_readable)
        5    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_urlparse.py:497(quote)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_client.py:340(build_request)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_connection.py:72(_keep_alive)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/logging/__init__.py:234(_acquireLock)
        1    0.000    0.000    0.020    0.020 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_synchronization.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:381(decorator)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1035(_find_new_)
       18    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
       80    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:935(__eq__)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_models.py:699(_get_content_decoder)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/zipfile/_path/__init__.py:1(<module>)
       75    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:295(_check_generic)
       42    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/importlib/resources/abc.py:1(<module>)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:643(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.12/urllib/request.py:297(request_host)
        1    0.000    0.000    1.193    1.193 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_api.py:174(get)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_util.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       54    0.000    0.000    0.000    0.000 /usr/lib/python3.12/enum.py:1292(value)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_sync/connection_pool.py:409(close)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/bs4/__init__.py:484(reset)
       98    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1178(get_filename)
       26    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        6    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/h11/_headers.py:117(__getitem__)
       30    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/typing_extensions.py:2916(_check_generic)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/anyio/abc/_tasks.py:1(<module>)
        1    0.000    0.000    0.929    0.929 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_client.py:930(_send_handling_auth)
        1    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_models.py:383(__init__)
       98    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:697(_is_kw_only)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.12/dataclasses.py:432(<genexpr>)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.12/functools.py:800(singledispatch)
        2    0.000    0.000    0.000    0.000 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpcore/_backends/sync.py:173(get_extra_info)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.12/urllib/request.py:339(full_url)
        1    0.000    0.000    0.059    0.059 /home/rvmzs/Рабочий стол/21_school/DS_Bootcamp/DS_Bootcamp.Day03-1/src/ex04/env04/lib/python3.12/site-packages/httpx/_client.py:639(__init__)
       30    0.000    0.000    0.000    0.000 /usr/lib/python3.12/re/_compiler.py:570(isstring)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:1576(__repr__)
    16/10    0.000    0.000    0.000    0.000 /usr/lib/python3.12/typing.py:237(_type_repr)
       77    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
